1,16,25
1,17,25
1,18,41
1,19,41
1,20,41
1,21,53
1,22,53
1,23,53
1,24,53
1,25,53
1,26,53
1,27,53
1,28,53
2,16,37
2,17,37
2,18,49
2,19,49
2,20,49
2,21,61
2,22,61
2,23,61
2,24,61
2,25,61
2,26,61
2,27,61
2,28,61
3,16,53
3,17,53
3,18,65
3,19,65
3,20,65
3,21,78
3,22,78
3,23,78
3,24,78
3,25,78
3,26,78
3,27,78
3,28,78
